Cement Grade (MPa),Cement Density (g/cm3),Cement Content (kg/m3),Water Content (kg/m3),Fine Aggerate Content (kg/m3),Coarse Aggerate Type,Coarse Aggerate Density (g/cm3),Larger Coarse Aggregate Size (mm),Large Coarse Aggregate Size,Medium Coarse Aggregate Size,Small Coarse Aggregate Size,Larger Coarse Aggregate Size Percentage,Large Coarse Aggregate Size Percentage,Medium Coarse Aggregate Size Percentage,Small Coarse Aggregate Size Percentage,Coarse Aggerate Content (kg/m3),Concrete Strength (MPa)
42.5,3.16,360.0,219.0,655.0,1,2.64,4.75,9.50,19.00,26.50,25.00,20.00,35.00,20.00,1162.0,44.60
52.5,3.16,380.0,135.4,927.0,1,2.68,4.00,9.50,16.00,19.00,10.00,30.00,45.00,15.00,1086.6,102.09
52.5,3.11,360.0,180.0,703.0,1,2.51,4.00,7.00,10.00,16.00,15.00,45.00,25.00,15.00,1038.0,38.00
45.0,3.14,386.0,164.0,659.0,1,2.72,2.000,4.75,8.00,9.60,39.84,14.00,36.47,9.69,1224.0,49.50
30.0,3.12,550.0,190.0,587.0,1,2.72,2.000,4.75,8.00,9.60,39.85,14.00,36.46,9.69,1090.0,59.10
45.0,3.14,550.0,200.0,561.0,1,2.72,2.000,4.75,8.00,9.60,58.30,20.48,16.76,4.45,1089.0,72.40
30.0,3.12,290.0,145.0,706.0,1,2.72,2.000,4.75,8.00,9.60,39.85,14.00,36.46,9.69,1311.0,43.00
50.0,3.15,571.0,145.0,530.0,1,2.72,2.000,4.75,8.00,9.60,41.37,14.53,34.84,9.26,1127.0,75.30
45.0,3.14,571.0,145.0,498.0,1,2.80,2.000,4.75,8.00,9.60,40.97,14.40,35.26,9.37,1313.0,81.80
52.5,3.16,571.0,145.0,742.0,1,2.62,5.000,8.00,9.60,11.00,34.43,22.72,11.70,31.15,915.0,75.30
32.5,3.12,300.0,149.0,753.0,1,2.65,2.000,4.75,9.60,11.00,35.11,17.20,8.86,38.83,1424.0,54.90
42.5,3.16,500.0,123.0,765.0,1,2.65,2.000,4.75,9.60,11.00,39.94,22.85,11.77,25.44,1352.0,94.60
52.5,3.16,410.0,205.0,662.0,1,2.62,10.000,12.00,16.00,19.00,8.00,38.00,42.00,12.00,1081.0,62.80
52.5,3.16,400.0,180.0,708.0,1,2.62,10.000,12.00,16.00,19.00,8.00,38.00,42.00,12.00,1108.0,76.10
52.5,3.16,400.0,160.0,729.0,1,2.62,10.000,12.00,16.00,19.00,8.00,38.00,42.00,12.00,1140.0,81.80
42.5,3.16,271.0,160.0,861.0,1,2.71,2.360,4.75,9.50,16.00,35.00,36.00,24.00,5.00,1099.0,46.60
42.5,3.16,487.0,180.0,625.0,1,2.71,2.360,4.75,9.50,16.00,35.00,36.00,24.00,5.00,1099.0,71.00
42.5,3.16,350.0,168.0,864.0,1,2.57,6.000,11.00,16.00,20.00,25.00,25.00,25.00,25.00,936.0,49.20
42.6,3.16,413.0,206.0,606.0,1,2.70,2.380,4.75,9.50,16.00,25.00,45.00,25.00,5.00,1073.0,60.60
42.6,3.16,413.0,206.0,606.0,1,2.70,2.380,4.75,9.50,16.00,25.00,45.00,25.00,5.00,987.0,59.50
52.5,3.11,275.0,179.0,843.0,1,2.57,6.000,9.00,12.00,16.00,19.00,59.00,14.00,8.00,978.0,53.20
52.5,3.11,380.0,190.0,714.0,1,2.57,6.000,9.00,12.00,16.00,24.00,64.00,7.00,5.00,1004.0,46.70
52.5,3.11,325.0,179.0,875.0,1,2.62,6.000,9.00,12.00,16.00,14.00,61.00,16.00,9.00,1009.0,55.30
52.5,3.11,385.0,173.0,814.0,1,2.62,6.000,9.00,12.00,16.00,28.00,58.00,9.00,5.00,1039.0,59.50
52.5,3.11,275.0,179.0,948.0,1,2.62,6.000,9.00,12.00,16.00,22.00,32.00,28.00,18.00,1003.0,45.60
52.5,3.11,380.0,190.0,806.0,1,2.62,6.000,9.00,12.00,16.00,23.00,43.00,24.00,10.00,1032.0,53.20
42.5,3.10,300.0,160.0,952.6,1,2.55,4.750,9.50,12.00,16.00,10.00,20.00,20.00,50.00,910.1,40.20
52.5,3.11,275.0,179.0,843.0,1,2.57,6.000,9.00,12.00,16.00,24.61,52.29,15.02,8.09,978.0,56.10
52.5,3.11,380.0,190.0,714.0,1,2.57,6.000,9.00,12.00,16.00,28.11,59.74,7.90,4.25,1003.0,71.10
52.5,3.11,275.0,179.0,948.0,1,2.57,6.000,9.00,12.00,16.00,16.37,34.78,31.75,17.10,1003.0,71.10
52.5,3.11,380.0,190.0,806.0,1,2.57,6.000,9.00,12.00,16.00,21.77,46.26,20.78,11.19,1032.0,66.20
52.5,3.11,325.0,179.0,875.0,1,2.57,6.000,9.00,12.00,16.00,23.94,50.88,16.36,8.81,1009.0,69.10
52.5,3.11,385.0,173.0,814.0,1,2.57,6.000,9.00,12.00,16.00,26.83,57.00,10.51,5.66,1039.0,82.40
32.5,3.15,311.6,155.8,702.0,2,2.68,4.750,9.50,14.00,20.00,6.00,23.00,43.00,28.00,1274.2,15.20
32.5,3.15,311.6,155.8,702.0,2,2.68,4.750,9.50,14.00,20.00,5.94,22.77,40.59,30.69,1274.2,14.40
32.5,3.15,311.6,155.8,702.0,2,2.68,4.750,9.50,14.00,20.00,8.00,25.00,39.00,28.00,1274.2,11.70
32.5,3.12,375.0,246.0,656.0,1,2.75,5.000,6.00,7.00,8.00,15.00,35.00,35.00,15.00,1078.0,21.20
32.5,3.12,379.0,234.0,664.0,1,2.75,5.000,6.00,7.00,8.00,15.00,35.00,35.00,15.00,1090.0,25.30
32.5,3.12,376.0,242.0,658.0,1,2.75,5.000,6.00,7.00,8.00,15.00,35.00,35.00,15.00,1081.0,22.10
32.5,3.12,390.0,211.0,678.0,1,2.75,5.000,6.00,7.00,8.00,15.00,35.00,35.00,15.00,1113.0,34.20
32.5,3.12,383.0,225.0,670.0,1,2.75,5.000,6.00,7.00,8.00,15.00,35.00,35.00,15.00,1101.0,31.40
32.5,3.12,397.0,194.0,695.0,1,2.75,5.000,6.00,7.00,8.00,15.00,35.00,35.00,15.00,1142.0,39.50
32.5,3.12,389.0,205.0,681.0,1,2.75,5.000,6.00,7.00,8.00,15.00,35.00,35.00,15.00,1119.0,36.70
32.5,3.12,387.0,219.0,678.0,1,2.75,5.000,6.00,7.00,8.00,15.00,35.00,35.00,15.00,1114.0,34.80
32.5,3.12,384.0,208.0,673.0,1,2.75,5.000,6.00,7.00,8.00,15.00,35.00,35.00,15.00,1105.0,34.40
32.5,3.12,390.0,211.0,682.0,1,2.75,5.000,6.00,7.00,8.00,15.00,35.00,35.00,15.00,1121.0,36.10
32.5,3.12,386.0,208.0,676.0,1,2.75,5.000,6.00,7.00,8.00,15.00,35.00,35.00,15.00,1110.0,33.70
42.5,3.16,511.9,215.0,511.0,1,2.73,2.360,4.75,9.50,16.00,5.00,25.00,45.00,25.00,1137.4,46.60
42.5,3.14,273.0,175.0,821.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,967.0,15.68
42.5,3.14,290.0,786.0,819.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,926.0,15.68
42.5,3.14,299.0,792.0,818.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,904.0,15.68
42.5,3.14,294.0,174.0,798.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,975.0,17.64
42.5,3.14,310.0,184.0,798.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,936.0,17.64
42.5,3.14,321.0,191.0,796.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,910.0,17.64
42.5,3.14,322.0,172.0,770.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,986.0,20.58
42.5,3.14,343.0,183.0,767.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,944.0,20.58
42.5,3.14,354.0,189.0,767.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,919.0,20.58
42.5,3.14,353.0,172.0,743.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,991.0,23.52
42.5,3.14,373.0,181.0,741.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,950.0,23.52
42.5,3.14,385.0,187.0,740.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,925.0,23.52
42.5,3.14,383.0,170.0,720.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,994.0,26.46
42.5,3.14,407.0,180.0,717.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,949.0,26.46
42.5,3.14,420.0,186.0,715.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,923.0,26.46
42.5,3.14,413.0,169.0,699.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,993.0,29.40
42.5,3.14,438.0,179.0,695.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,947.0,29.40
42.5,3.14,567.0,182.0,628.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,899.0,39.20
42.5,3.14,287.0,171.0,798.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,991.0,17.64
42.5,3.14,315.0,169.0,771.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,1003.0,20.58
42.5,3.14,343.0,167.0,745.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,1010.0,23.52
42.5,3.14,373.0,166.0,722.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,1011.0,26.46
42.5,3.14,403.0,165.0,700.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,1010.0,29.40
42.5,3.14,300.0,178.0,798.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,959.0,17.64
42.5,3.14,329.0,176.0,770.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,970.0,20.58
42.5,3.14,361.0,175.0,742.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,974.0,23.52
42.5,3.14,394.0,174.0,718.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,974.0,26.46
42.5,3.14,421.0,172.0,698.0,1,2.64,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,975.0,29.40
42.5,3.15,266.0,168.0,923.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,908.0,15.68
42.5,3.15,279.0,176.0,898.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,901.0,15.68
42.5,3.15,287.0,181.0,883.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,896.0,15.68
42.5,3.15,286.0,168.0,899.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,916.0,17.64
42.5,3.15,300.0,175.0,874.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,914.0,17.64
42.5,3.15,309.0,180.0,859.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,905.0,17.64
42.5,3.15,315.0,166.0,868.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,929.0,20.58
42.5,3.15,331.0,174.0,842.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,918.0,20.58
42.5,3.15,339.0,178.0,829.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,915.0,20.58
42.5,3.15,340.0,166.0,844.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,932.0,23.52
42.5,3.15,356.0,173.0,819.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,923.0,23.52
42.5,3.15,367.0,178.0,805.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,917.0,23.52
42.5,3.15,365.0,165.0,823.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,935.0,26.46
42.5,3.15,381.0,172.0,799.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,926.0,26.46
42.5,3.15,392.0,177.0,784.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,919.0,26.46
42.5,3.15,392.0,164.0,802.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,937.0,29.40
42.5,3.15,412.0,172.0,776.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,925.0,29.40
42.5,3.15,423.0,176.0,761.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,918.0,29.40
42.5,3.15,440.0,163.0,769.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,932.0,34.30
42.5,3.15,461.0,171.0,745.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,920.0,34.30
42.5,3.15,474.0,175.0,729.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,911.0,34.30
42.5,3.15,487.0,162.0,740.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,925.0,39.20
42.5,3.15,514.0,171.0,711.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,908.0,39.20
42.5,3.15,528.0,175.0,696.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,900.0,39.20
42.5,3.15,279.0,164.0,910.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,920.0,17.64
42.5,3.15,310.0,163.0,878.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,931.0,20.58
42.5,3.15,332.0,162.0,856.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,937.0,23.52
42.5,3.15,358.0,162.0,833.0,1,2.63,2.36,4.75,9.50,16.00,30.00,36.00,28.00,6.00,939.0,26.46
42.5,3.13,321.0,180.0,858.0,1,2.73,5.00,10.00,19.00,26.50,10.00,20.00,50.00,20.00,1091.0,54.20
42.5,3.13,321.0,180.0,858.0,1,2.73,5.00,10.00,19.00,26.50,10.00,20.00,50.00,20.00,1091.0,50.90
42.5,3.13,321.0,180.0,858.0,1,2.73,5.00,10.00,19.00,26.50,10.00,20.00,50.00,20.00,1091.0,51.50
42.5,3.13,404.0,180.0,673.0,1,2.73,5.00,10.00,19.00,26.50,10.00,20.00,50.00,20.00,1197.0,41.20
42.5,3.13,404.0,180.0,673.0,1,2.73,5.00,10.00,19.00,26.50,10.00,20.00,50.00,20.00,1197.0,41.30
42.5,3.13,404.0,180.0,673.0,1,2.73,5.00,10.00,19.00,26.50,10.00,20.00,50.00,20.00,1197.0,40.50
42.5,3.13,462.0,185.0,613.0,1,2.73,5.00,10.00,19.00,26.50,10.00,20.00,50.00,20.00,1190.0,52.90
42.5,3.13,462.0,185.0,613.0,1,2.73,5.00,10.00,19.00,26.50,10.00,20.00,50.00,20.00,1190.0,61.70
42.5,3.13,462.0,185.0,613.0,1,2.73,5.00,10.00,19.00,26.50,10.00,20.00,50.00,20.00,1190.0,57.70
42.5,3.13,531.0,170.0,525.0,1,2.77,5.00,8.00,10.00,16.00,19.00,28.00,32.00,21.00,1224.0,58.00
52.5,3.15,479.0,191.6,485.8,4,2.74,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1197.0,44.59
52.5,3.15,618.0,185.4,270.8,4,2.74,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1338.5,52.74
42.5,3.10,400.0,180.0,600.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1200.0,34.55
42.5,3.10,390.0,195.0,588.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1170.0,32.49
42.5,3.10,380.0,209.0,570.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1140.0,32.39
42.5,3.10,370.0,222.0,555.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1110.0,31.54
42.5,3.10,360.0,234.0,540.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1080.0,30.90
42.5,3.10,350.0,245.0,525.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1050.0,29.88
42.5,3.10,325.0,146.0,650.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1300.0,30.64
42.5,3.10,320.0,160.0,640.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1280.0,29.01
42.5,3.10,315.0,173.0,630.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1260.0,28.09
42.5,3.10,310.0,186.0,620.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1240.0,26.46
42.5,3.10,305.0,198.0,610.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1220.0,25.12
42.5,3.10,300.0,210.0,600.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1200.0,23.82
42.5,3.10,517.0,233.0,517.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1034.0,41.54
42.5,3.10,504.0,252.0,504.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1008.0,40.34
42.5,3.10,491.0,270.0,491.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,982.0,37.61
42.5,3.10,479.0,287.0,479.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,958.0,36.91
42.5,3.10,468.0,304.0,468.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,936.0,35.60
42.5,3.10,457.0,320.0,457.0,3,2.70,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,914.0,35.02
42.5,3.15,400.0,200.0,763.0,3,2.65,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,992.0,30.70
42.5,3.15,420.0,210.0,626.5,3,2.65,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1163.5,33.70
42.5,3.15,420.0,210.0,567.0,3,2.65,4.75,9.50,16.00,19.00,18.88,27.27,36.72,17.13,1621.5,32.00
42.5,3.15,400.0,200.0,680.0,3,2.65,4.75,9.50,16.00,19.00,18.00,26.00,35.00,21.00,1020.0,35.10
43.0,3.15,453.5,181.4,707.5,1,2.63,4.75,9.50,12.00,14.00,14.00,26.00,32.00,28.00,1061.3,51.12
43.0,3.15,404.6,161.8,744.4,1,2.63,4.75,9.50,12.00,14.00,14.00,26.00,32.00,28.00,1116.6,50.60
43.0,3.15,365.1,146.0,774.0,1,2.63,4.75,9.50,12.00,14.00,14.00,26.00,32.00,28.00,1161.1,43.22
43.0,3.15,332.7,133.1,798.5,1,2.63,4.75,9.50,12.00,14.00,14.00,26.00,32.00,28.00,1197.7,41.59
43.0,3.15,444.6,177.8,641.5,1,2.63,4.75,9.50,12.00,14.00,14.00,26.00,32.00,28.00,1092.3,51.40
43.0,3.15,320.5,128.2,673.1,1,2.63,4.75,9.50,12.00,14.00,14.00,26.00,32.00,28.00,1250.0,36.00
43.0,3.15,425.0,170.0,497.2,1,2.63,4.75,9.50,12.00,14.00,14.00,26.00,32.00,28.00,1160.1,49.41
43.0,3.15,377.8,151.1,521.4,1,2.63,4.75,9.50,12.00,14.00,14.00,26.00,32.00,28.00,1216.6,46.40
43.0,3.15,340.1,136.0,540.7,1,2.63,4.75,9.50,12.00,14.00,14.00,26.00,32.00,28.00,1261.7,38.70
43.0,3.15,309.2,123.7,556.6,1,2.63,4.75,9.50,12.00,14.00,14.00,26.00,32.00,28.00,1298.7,36.20
